TotalDistance,Duration,Direct
133.530863,495,1
123.811756,518,1
139.050588,502,1
136.928359,647,1
145.084577,869,1
136.454362,632,1
140.605283,1044,1
134.964199,768,1
138.676413,514,1
129.906279,537,1
153.158738,807,1
144.997981,870,1
141.094351,507,1
133.64128,488,1
141.035725,1061,1
144.173452,830,1
168.494417,1129,1
144.95278,970,1
138.133393,503,1
195.662528,1118,1
142.205284,715,1
141.622368,547,1
141.517895,643,1
140.871884,551,1
142.245418,615,1
141.191322,662,1
137.378487,499,1
141.019599,616,1
135.473328,502,1
164.511115,703,1
137.094765,531,1
132.714753,567,1
138.995722,555,1
142.670428,546,1
136.9966,570,1
143.028598,540,1
141.757345,496,1
142.423794,555,1
137.950953,600,1
138.15668,544,1
146.590676,548,1
151.173107,1078,1
129.563008,691,1
136.355869,531,1
172.855587,1295,1
146.854922,959,1
138.376866,541,1
138.376866,541,1
138.376866,541,1
136.882834,748,1
135.365136,493,1
135.365136,493,1
127.797173,1800,1
143.494036,786,1
143.908765,525,1
143.908765,525,1
150.122254,1395,1
140.11096,573,1
141.928037,530,1
140.589876,494,1
148.60693,841,1
140.718647,571,1
141.124194,587,1
142.353404,478,1
141.575311,525,1
136.426178,519,1
142.073773,615,1
129.85076,547,1
151.877926,1381,1
147.391007,664,1
136.581301,678,1
139.038495,499,1
146.631759,999,1
143.52483,521,1
141.770093,584,1
139.64427,543,1
151.302628,568,1
138.96332,525,1
132.390582,468,1
147.229146,1081,1
137.920306,510,1
126.87824,559,1
